8b78ad8d-2827-4a0b-8cdc-cc2fe29e290f,26,5,3,8,8abdf6b7-f49d-41ae-8da7-2477d3a1e08f
2f0ca149-bbb2-4dbc-9d23-fba8284b7e84,1,3,4,12,78aa44f9-af9d-43fc-bded-c9aa6f91227b
af8e99d2-f4c1-4de9-9e9f-d1648aaec06f,2,1,4,12,22872130-b26b-4128-8156-fab8d9c165c3
f9f10080-25b2-4e1e-856f-fca45a94671a,11,5,1,10,9ccb239d-bd5c-4888-8ed7-b351a0e66e1f
badf0578-7b9b-419d-9dcd-07abdd2e956c,8,3,2,7,4bdc9711-b241-4c33-9368-660d224eb1c4
e1e3f188-bd4e-439e-9cab-88d73d52be86,8,5,1,4,8abdf6b7-f49d-41ae-8da7-2477d3a1e08f
e7158fd0-f5fe-4b46-9f56-b388bad55740,14,2,2,12,13d6fed5-cee6-43a5-ae0a-8fcc03b68f1f
c96cc32b-89a5-4285-9f7b-c9493fbe60c8,4,3,3,7,9ccb239d-bd5c-4888-8ed7-b351a0e66e1f
061430ce-8f40-44b7-b7fa-373d9d5017b3,21,7,4,9,c38f937f-b56c-44bb-a1dd-3327f0a66b22
49454c25-8c85-4a72-89cd-78a3e7b2b148,27,4,1,3,9ccb239d-bd5c-4888-8ed7-b351a0e66e1f
4fe9ae79-3661-47ce-bddd-c80f0d0efb22,3,4,4,4,78aa44f9-af9d-43fc-bded-c9aa6f91227b
9b2e9a9c-55b1-4cae-9a26-7fb66537f5cc,18,2,2,2,3015b646-7033-47af-8e9f-fcc81805574b
dd89133a-1aa2-4ae5-a44b-211df8fe1555,12,5,4,8,8abdf6b7-f49d-41ae-8da7-2477d3a1e08f
2b3a5c08-9634-49fa-8da3-69db4d452eb6,8,1,2,11,78aa44f9-af9d-43fc-bded-c9aa6f91227b
89a7df97-3b77-4d32-afed-535121f905fd,20,7,1,11,13d6fed5-cee6-43a5-ae0a-8fcc03b68f1f
5196f268-0778-46ec-ac66-75641aa40ef1,0,2,2,8,a1f99aea-d1da-45f8-83b3-bf49f3eeb36c
958f6fea-ecc6-4b69-8e90-124e1b5612fd,10,4,4,9,c38f937f-b56c-44bb-a1dd-3327f0a66b22
45dedbc3-93ec-432b-867f-8f53af9a59a6,13,1,1,6,a1f99aea-d1da-45f8-83b3-bf49f3eeb36c
fe457467-189f-4c1d-9761-571ca8ff71dd,15,5,2,4,22872130-b26b-4128-8156-fab8d9c165c3
1707e21c-ee22-498d-96be-d982464476c5,10,7,3,5,4bdc9711-b241-4c33-9368-660d224eb1c4
cd0d402d-cd16-4542-b132-19de3375c46e,3,7,4,12,9ccb239d-bd5c-4888-8ed7-b351a0e66e1f
056d1140-9c52-4605-ae1a-1009a5e84c81,7,7,2,5,78aa44f9-af9d-43fc-bded-c9aa6f91227b
072750e1-0e94-48f8-92b5-9bbfd2906e97,18,6,3,10,3015b646-7033-47af-8e9f-fcc81805574b
519986cd-3edf-4c3b-8740-1eb3f3ff02f0,26,2,1,7,8abdf6b7-f49d-41ae-8da7-2477d3a1e08f
01d401e8-8ebf-4716-af01-35e61dca107e,9,1,4,10,8abdf6b7-f49d-41ae-8da7-2477d3a1e08f
278ba239-e40e-4b1f-a5fc-c3b7d8c88f48,0,3,4,8,4bdc9711-b241-4c33-9368-660d224eb1c4
c5a42bbd-cff8-4e9a-8968-340460fc3592,17,2,1,1,9ccb239d-bd5c-4888-8ed7-b351a0e66e1f
ef920102-e329-400c-bdb3-68c2eba04e79,9,2,3,10,78aa44f9-af9d-43fc-bded-c9aa6f91227b
bee8f5b6-bdc6-4c86-aaf2-a282799ca27e,8,7,3,9,3015b646-7033-47af-8e9f-fcc81805574b
b31bd699-4914-4783-8f61-0ff32e99103e,11,6,4,5,22872130-b26b-4128-8156-fab8d9c165c3
5f979393-fe06-46e1-a962-71ea9bb97e32,1,6,1,12,3015b646-7033-47af-8e9f-fcc81805574b
4d663f13-ac8c-456e-b112-d79bdd4ddc87,15,6,4,6,13d6fed5-cee6-43a5-ae0a-8fcc03b68f1f
bc1cd793-a17d-40b8-bad9-7a9dc91c9502,18,7,4,6,a1f99aea-d1da-45f8-83b3-bf49f3eeb36c
a3a5ae73-76bc-4e08-9954-9a8a2acc162f,27,2,3,11,a1f99aea-d1da-45f8-83b3-bf49f3eeb36c
7d9ae853-a6f7-4ed5-a40c-a25e17c212c4,23,3,1,8,8abdf6b7-f49d-41ae-8da7-2477d3a1e08f
d162f7ec-56fb-4de2-bd64-bd4ea01f5be5,6,3,3,11,4bdc9711-b241-4c33-9368-660d224eb1c4
27958538-a3ec-4626-99ba-bc53fb9b46a3,5,2,4,11,22872130-b26b-4128-8156-fab8d9c165c3
e197660c-3a9d-43bf-83fb-99c02f98aacc,27,4,1,10,c38f937f-b56c-44bb-a1dd-3327f0a66b22
d0bb5478-4b70-47b0-b47c-06113973b780,15,4,1,6,22872130-b26b-4128-8156-fab8d9c165c3
85847714-16ff-46d0-9611-6d4ea6311ace,14,5,4,2,c38f937f-b56c-44bb-a1dd-3327f0a66b22
fdb817d9-0f59-41c6-9b59-6828eab2bfa4,26,4,4,11,78aa44f9-af9d-43fc-bded-c9aa6f91227b
cbdf8167-7af5-4938-89c8-2a3fbcee35b0,16,4,4,10,22872130-b26b-4128-8156-fab8d9c165c3
