cf35f82c-916e-4efb-a212-52b08f5bf62e,Physicians Total Care, Inc.,c42dfae5-c826-44e5-b373-327dcd058e30
9555332d-b5db-4273-af66-060ae8af2527,Conopco Inc. d/b/a Unilever,dc4af185-e8da-4a88-a403-ec9327979772
4d420ad5-63c6-47a0-a329-d28a0bd551db,McKesson (Health Mart),c2743340-191c-4173-b5d6-58a23d2126ea
e904dc7b-4da6-4ab2-9237-f4f4218b67e6,The Procter & Gamble Manufacturing Company,4ffe54a6-2d46-45e0-816c-0f2bb14862cb
9b1c74e1-c3ec-49e3-a757-6f29a0d9ed3e,A-S Medication Solutions LLC,966239e1-d495-4cc8-8158-51b7d664a147
4f833751-1f1f-4e85-b582-772a3e012978,Amneal Pharmaceuticals of New York, LLC,65a4e728-eb6e-4402-bd89-d993234d6a2c
10d9a50e-fcb7-42c3-99f1-a30868be4324,RedPharm Drug Inc.,06e586e5-0970-4f76-b9f8-2eac741a0a5c
bb36131c-27c1-4a37-a81e-7ddec78cca46,Massco Dental A Division of Dunagin Pharmaceuticals,d7eb1e74-cf7f-458f-9a8d-f2ddf08d397b
9ec95083-3f24-4f8e-86b7-fb645b8165c1,sanofi-aventis U.S. LLC,ad072637-95ba-443c-9ccd-9a154b0cc8cf
74fee3d6-525d-4465-a1d2-d10be3e70c95,ALK-Abello, Inc.,50c34b6b-d627-4728-8089-7809cb33050f
d70b7482-462f-4f18-abf2-4fd319d4f283,REMEDYREPACK INC.,a6770b36-b869-4519-b895-e6adeb55f87b
b0452ee4-92bb-429f-a8fe-cf05f9b2c509,Lofthouse of Fleetwood, Ltd.,7fa45c8a-c054-494f-9cb4-69b15fcbf484
a0d3207b-0be5-44aa-abf4-f95249ec42d6,Ranbaxy Pharmaceuticals Inc.,63376949-e776-4493-b03f-1d8ad25f4068
9d71593a-5229-4a73-aad0-fd39ee00103f,Apotex Corp.,865facc2-c14d-4765-a85c-ebc1f6b6163f
31e6581e-dbfb-442b-a660-5d6f7ff31f84,Sage Pharmaceuticals, Inc.,2db0c79e-3f5c-4c05-be68-251df28558a4
000f2234-4150-4002-9017-81896ac56cf8,Apotex Corp.,87ac1e9a-f475-48fe-bc65-fc9190cd1471
7680b8c3-d85b-469a-9008-90bec777e881,Mylan Pharmaceuticals Inc.,0cd2261b-d332-4938-b67a-2cfe4cf75f6c
