447780d7-5726-46e5-87cb-4b8f33ff1354,23,d731ef18-7b0a-47d5-8853-b7aad8bd08a7
2755cd4d-3c19-4a19-9658-1a8de6fe2fb4,22,2ea5009c-5c5b-4be6-af6c-c363028318d6
0febfc3e-0d27-42ea-a6c6-7da2430af563,4,5194095c-1abf-460f-9a53-91b74a57165d
e573de8d-7cef-4002-93fa-5f410048835d,11,2ea5009c-5c5b-4be6-af6c-c363028318d6
bb9e58ad-87c5-4fdc-997b-13a6ed0a8e48,9,9cd6ce17-fe41-402c-9838-37fe0ac26a3a
42b4b6ec-8e32-4157-96fd-2e2ae3da4622,11,14bd54d5-c6b8-412f-bc91-764121e471c4
af16cc9e-4489-461d-8f53-bb5e5b09e0b8,9,d731ef18-7b0a-47d5-8853-b7aad8bd08a7
70b4bd07-ec24-4608-bb37-f66a3ac3da3f,13,2ea5009c-5c5b-4be6-af6c-c363028318d6
b18dad17-1e8a-4e19-837e-b8370c73bbec,12,0f341d01-85ec-4da2-ae79-0b61b0e8390e
0d8d5a07-6de7-45a2-b888-dff6178f8684,18,bc005ad8-f76f-4dfa-8767-2acb775f3f7b
3c179718-932c-4926-ba00-17b010447b89,25,ebeb8423-4cf4-4152-8ecb-8062bca45e7a
fce7b426-c9cb-4293-912e-1291c8c8b090,14,d731ef18-7b0a-47d5-8853-b7aad8bd08a7
2a026b69-b233-4cd9-99fa-7a352179197a,23,d81d0645-f584-47c2-ba49-c31be9c3f100
e3125d17-00b2-4a3f-af2d-6ddfd246006e,7,2ea5009c-5c5b-4be6-af6c-c363028318d6
22debfe5-80eb-419f-a03b-a82606967eac,28,9cd6ce17-fe41-402c-9838-37fe0ac26a3a
44d7854f-04ec-4da5-ac09-97eb1f9f9346,8,9b06920b-61b8-4c70-b39f-8fd983f9afef
1234f9f6-df6b-4aa4-adf0-301cd9cba59a,2,284808c0-044d-4c3f-9228-68630dc6e7a1
16856706-a259-4187-8e08-caf759ec47e4,19,a44f83e5-b741-49e0-b9b0-e7ddf9322e6d
b10b8570-85c0-4909-86e9-3a9393a20ab4,15,a44f83e5-b741-49e0-b9b0-e7ddf9322e6d
f81d8e85-5b67-4da7-8c5a-f94c7b3d92ea,17,9ff64cef-af29-494e-ae65-94f20e7e06aa
779988d4-937b-4ec1-a3e5-7fbcd6afbbc7,1,bc005ad8-f76f-4dfa-8767-2acb775f3f7b
6120d92f-749a-475d-90b9-66fdbaa68c43,18,ebeb8423-4cf4-4152-8ecb-8062bca45e7a
b8a972f5-6513-4194-bb4b-eb653fe49bab,20,33ad1870-a6de-4cb7-80d9-b24822a06b5d
4f2571e8-32b8-42ec-bf90-73f017a5bd47,1,2a57dca7-0e05-4aa1-8451-62a94da7a8d5
8b7adc38-86f0-488e-a557-d7d56b2c63ae,27,26429318-af72-451c-8dfe-323d42f9ec0b
1204ea7e-c912-4d90-b570-e1d5fe99b7be,17,603213ab-ba03-4314-9e1e-bb731b77cd07
5f65cdde-fda4-4f8c-b945-7d9be7344d5a,25,284808c0-044d-4c3f-9228-68630dc6e7a1
618153b5-dd0a-4090-86fd-2ab3d3f2b0a1,19,8ffb25b0-ecb9-4e18-aa17-45825ccd99dc
01834bb1-5f7f-4492-b8ae-be581f9547b6,24,9b06920b-61b8-4c70-b39f-8fd983f9afef
48d49ffe-2e2d-4703-95bd-14aee37c8616,15,29587a83-1d21-4fec-bec8-5ea19ae4e0c9
d61632d1-87b4-40b9-a438-ae3ab412813e,7,97dccf81-c07e-4107-91d8-1475edba1826
5dfe7aa7-9ecb-4592-8a39-5fb6b264d268,6,a44f83e5-b741-49e0-b9b0-e7ddf9322e6d
9ad2ebf5-455c-4d67-be61-be5fb0d53340,16,e266887a-8fb5-4498-8837-b89d6dd358ea
2db2136f-dc61-4fd8-acf4-dae026bcb5d2,9,5194095c-1abf-460f-9a53-91b74a57165d
c096a7e5-9822-46bb-980f-0f309b3d7f49,5,6fab0b06-7c91-401a-b9ed-0aa1e6264e22
a14af5c8-2ec6-4455-8e3b-8b4befdcb6eb,18,e68b8ffe-beda-460d-82af-ddcd07b91107
38e48cc3-8ffd-4ea2-9f6d-74eb7e792846,26,49a2398f-7223-4a08-b3aa-1a72880dec5e
8178031f-61b2-4d2a-885e-7f64d7282209,24,ed87d9af-3982-46dd-893b-403e44dbb718
12ca4e11-3e30-4364-9a05-cfd3939be2d0,12,ca23e56d-c995-4c7e-9dae-c12229797f10
e9ed950e-4d13-4396-b4f1-ce52c3699768,18,7919a132-5cb7-4b56-970c-65d45a6d9b43
c99d3a3b-7492-4301-91f8-fdeac3f8aff5,20,18b72f6d-682a-4099-8f80-9b776acb6a11
84f17d70-a327-4423-baca-d71e4850ff59,2,ba204126-ab91-4269-ad54-2a72951eb7b2
