dacac14a-9274-487d-97b9-236b296b1018,AFRICA,EGYPT
041294bc-91dc-417a-a008-0dcd34f174a6,EUROPE,ITALY
5ba9b522-c25a-4254-84a6-d54f6089588c,NORTH AMERICA,CANADA
1161a663-d0ba-4760-9b09-503330f4a05e,SOUTH AMERICA,BRASIL
f417f93c-b662-435f-b556-98f29da65729,EUROPE,ALBANIA
115b4075-3b52-4016-9df0-8aacebf700c8,SOUTH AMERICA,COLUMBIA
83d231c3-42dc-417a-87a6-06dd6ebb7e54,AUSTRALIA,NEW ZELAND
c78c423b-5ab2-4ea9-bce5-c2b8cd25bccc,EUROPE,ISLAND
43e149a0-b295-4ccd-9f17-2897ad2cfa7b,EUROPE,FRANCE
8a9f87b4-8986-43a0-87a6-27b3a7b3493c,NORTH AMERICA,USA
2e16b658-f5f2-4383-8ce1-f0fece356466,EUROPE,GREECE
60bd3a04-1e3d-4bef-81a4-6841de1cc086,EUROPE,CROATIA
43f7bae7-da33-4fc7-9d92-fe846720874b,ASIA,JAPAN
2d82c6cc-2b00-48e2-be56-9174532f37a4,AFRICA,RPA
88fd1ff1-eef0-4c16-a909-27b43d64b9a5,ASIA,THAILAND
d8cc3fc4-7370-4096-958b-e1b8151664cc,EUROPE,SPAIN
4207aac5-1ead-4e09-99ac-f1704c0f0595,AFRICA,MAROCO
80d99b9c-9982-48f9-89ac-e607aa684799,AUSTRALIA,AUSTRALIA
0d24893f-e898-4eee-b664-e5460161d98f,ASIA,CHINA
d242f42a-7355-41f6-80c8-1ca1f64e44f2,EUROPE,NORWAY
