f4306aa8-d002-43b6-8251-c146ac57533b,KIELCE,886 Delaware Plaza
9d88809f-52e6-4df5-9781-e86599a80568,POZNAN,583 Lunder Drive
f2e46e3e-b4f1-4077-984e-3ac26613baa8,WARSZAWA,55 Bunting Hill
8d7c511a-4ba0-4521-aa93-7e7294ccdd86,BYDGOSZCZ,099 Express Drive
644ff4cb-fd07-480f-888d-2189bd911fac,LODZ,90690 Daystar Alley
2952fb26-19d6-4a5f-9b72-be28d3d7c00f,GDANSK,15088 4th Road
4eb65938-53be-4ac9-9de2-d37bfdb036b0,BIAŁYSTOK,970 Derek Street
9bb640fd-0854-48ba-ad29-0a9cbbcfd4cf,ZIELONA GORA,743 Anderson Pass
8be47f6b-5f3a-47f7-ab56-d4d30acf4b36,SZCZECIN,957 Kenwood Trail
693b5e68-3ab8-4892-b2b1-3f710592d255,LUBLIN,8608 Springview Alley
ba4d8b70-85df-4453-8449-3c24ec9e7b6d,RZESZOW,91 Jay Trail
1dc70297-5c86-4987-9a73-85d93d777a3f,OLSZTYN,2 Badeau Pass
fec9037c-eb17-475f-ac03-5485ed259219,TORUN,2 Talmadge Park
35c51440-d8a1-4ef1-8d0c-053817600b9e,GORZOW WIELKOPOLSKI,061 Muir Terrace
570ebe52-fd3b-4814-948d-3bd3d56c3acd,KATOWICE,40 Meadow Ridge Way
e46caeb0-582d-4bb9-836a-4c690f458a9c,WROCLAW,784 Farragut Terrace
22b5dd4d-4e35-407f-b072-cad98aca8216,OPOLE,68182 Kensington Junction
