501e6c05-2aa4-48e4-b748-448837535bcc,2,1124.0,2014-03-04,2014-03-05,d242f42a-7355-41f6-80c8-1ca1f64e44f2,1dc70297-5c86-4987-9a73-85d93d777a3f,93b8d840-0347-4088-b5e9-411636c95f80
77559f0b-d48f-4a6f-a0db-c76e8e56b646,1,1627.0,2017-07-13,2017-07-20,1161a663-d0ba-4760-9b09-503330f4a05e,9bb640fd-0854-48ba-ad29-0a9cbbcfd4cf,cec7fa63-9c6d-4606-bf5e-9362e80690d0
ea1fedec-b567-44fb-8f99-0bd9bec639e8,1,2190.0,2014-05-14,2014-05-15,88fd1ff1-eef0-4c16-a909-27b43d64b9a5,e46caeb0-582d-4bb9-836a-4c690f458a9c,cec7fa63-9c6d-4606-bf5e-9362e80690d0
f22534ae-effe-4ce0-85d0-be31344e8c90,2,2380.0,2016-09-11,2016-09-18,d8cc3fc4-7370-4096-958b-e1b8151664cc,e46caeb0-582d-4bb9-836a-4c690f458a9c,5027a70c-249d-483d-b427-422143c5ad67
515d8815-519e-4a46-bf67-8cd5bedd9152,4,5020.0,2013-04-19,2013-04-23,88fd1ff1-eef0-4c16-a909-27b43d64b9a5,644ff4cb-fd07-480f-888d-2189bd911fac,5027a70c-249d-483d-b427-422143c5ad67
2301ce76-538a-4021-95a6-46b6e812c50d,20,18160.0,2013-11-12,2013-11-13,f417f93c-b662-435f-b556-98f29da65729,2952fb26-19d6-4a5f-9b72-be28d3d7c00f,cec7fa63-9c6d-4606-bf5e-9362e80690d0
bc43499c-a509-4d57-844a-57d6011e730c,20,45820.0,2014-10-11,2014-10-15,60bd3a04-1e3d-4bef-81a4-6841de1cc086,22b5dd4d-4e35-407f-b072-cad98aca8216,2c32772d-5623-437d-9c9f-b38cbe4f4f1c
2d62b2f1-cd4b-48ef-a45d-85186bb28b41,2,2818.0,2017-01-06,2017-01-08,1161a663-d0ba-4760-9b09-503330f4a05e,f2e46e3e-b4f1-4077-984e-3ac26613baa8,93b8d840-0347-4088-b5e9-411636c95f80
aaf418a1-40cd-4d50-a45d-1d19c48b683b,10,6450.0,2016-09-16,2016-09-18,2e16b658-f5f2-4383-8ce1-f0fece356466,9d88809f-52e6-4df5-9781-e86599a80568,93b8d840-0347-4088-b5e9-411636c95f80
0746c56a-7ce6-4d40-bcf8-31c13e6ed806,10,18910.0,2013-11-12,2013-11-14,dacac14a-9274-487d-97b9-236b296b1018,8be47f6b-5f3a-47f7-ab56-d4d30acf4b36,2c32772d-5623-437d-9c9f-b38cbe4f4f1c
43acd0a5-b98f-4115-ba80-9d1913626c49,20,34420.0,2013-01-01,2013-01-03,2d82c6cc-2b00-48e2-be56-9174532f37a4,35c51440-d8a1-4ef1-8d0c-053817600b9e,657d31ef-3be5-4d13-a783-24d3f017e7dc
1bfd9836-9df8-46ea-a341-305084b04ae9,1,1274.0,2017-12-03,2017-12-10,8a9f87b4-8986-43a0-87a6-27b3a7b3493c,644ff4cb-fd07-480f-888d-2189bd911fac,6e3ab75c-4c1e-4acd-9054-e085f8286667
9c8c899c-f9c3-418f-97ee-ea8054274565,4,4176.0,2017-02-04,2017-02-11,f417f93c-b662-435f-b556-98f29da65729,1dc70297-5c86-4987-9a73-85d93d777a3f,5027a70c-249d-483d-b427-422143c5ad67
e8e075b3-3f2a-4208-9c8e-963102994161,20,21420.0,2013-01-14,2013-01-16,4207aac5-1ead-4e09-99ac-f1704c0f0595,9bb640fd-0854-48ba-ad29-0a9cbbcfd4cf,93b8d840-0347-4088-b5e9-411636c95f80
0584c14d-ac79-45b4-a8ad-65b0a14c9872,1,2180.0,2014-03-14,2014-03-15,041294bc-91dc-417a-a008-0dcd34f174a6,9d88809f-52e6-4df5-9781-e86599a80568,2c32772d-5623-437d-9c9f-b38cbe4f4f1c
5f0ccf86-ca77-41a1-aa4c-96a54c1c6696,2,4386.0,2014-08-02,2014-08-03,dacac14a-9274-487d-97b9-236b296b1018,8be47f6b-5f3a-47f7-ab56-d4d30acf4b36,657d31ef-3be5-4d13-a783-24d3f017e7dc
d97c94fd-4dcc-41d1-9725-35b4341af712,20,32420.0,2013-03-16,2013-03-17,115b4075-3b52-4016-9df0-8aacebf700c8,570ebe52-fd3b-4814-948d-3bd3d56c3acd,5027a70c-249d-483d-b427-422143c5ad67
ddeb00cb-39f7-4b23-ad9a-d96d6e818ac2,10,20210.0,2017-11-23,2017-11-24,dacac14a-9274-487d-97b9-236b296b1018,4eb65938-53be-4ac9-9de2-d37bfdb036b0,2c32772d-5623-437d-9c9f-b38cbe4f4f1c
571e3c3d-3061-4970-b33a-9220100fb948,20,32540.0,2016-03-02,2016-03-06,1161a663-d0ba-4760-9b09-503330f4a05e,22b5dd4d-4e35-407f-b072-cad98aca8216,93b8d840-0347-4088-b5e9-411636c95f80
0afd8e5b-f402-46d7-baeb-50389af0666e,4,2456.0,2016-05-14,2016-05-21,d242f42a-7355-41f6-80c8-1ca1f64e44f2,4eb65938-53be-4ac9-9de2-d37bfdb036b0,cec7fa63-9c6d-4606-bf5e-9362e80690d0
a2902a56-96f2-4686-ba69-9397b32361c6,20,30640.0,2017-05-22,2017-05-24,88fd1ff1-eef0-4c16-a909-27b43d64b9a5,f2e46e3e-b4f1-4077-984e-3ac26613baa8,657d31ef-3be5-4d13-a783-24d3f017e7dc
b054b5fc-a12d-47f1-adb2-0a4dae47693b,10,6850.0,2015-11-21,2015-11-28,0d24893f-e898-4eee-b664-e5460161d98f,4eb65938-53be-4ac9-9de2-d37bfdb036b0,cec7fa63-9c6d-4606-bf5e-9362e80690d0
39283b60-bd87-4bf6-8db7-5750fbaf6fd3,4,6808.0,2016-10-10,2016-10-11,c78c423b-5ab2-4ea9-bce5-c2b8cd25bccc,8d7c511a-4ba0-4521-aa93-7e7294ccdd86,6e3ab75c-4c1e-4acd-9054-e085f8286667
e2cb3808-6ae6-4ef6-b624-6ac45af3a71d,4,7568.0,2014-07-05,2014-07-12,60bd3a04-1e3d-4bef-81a4-6841de1cc086,22b5dd4d-4e35-407f-b072-cad98aca8216,93b8d840-0347-4088-b5e9-411636c95f80
0266d8da-f30d-406e-9129-aed40f5824a8,20,13740.0,2014-05-27,2014-05-29,2d82c6cc-2b00-48e2-be56-9174532f37a4,9d88809f-52e6-4df5-9781-e86599a80568,5027a70c-249d-483d-b427-422143c5ad67
9d5d7dc7-e245-43bc-ad53-686674d13b78,10,7300.0,2017-10-28,2017-10-30,43e149a0-b295-4ccd-9f17-2897ad2cfa7b,9d88809f-52e6-4df5-9781-e86599a80568,657d31ef-3be5-4d13-a783-24d3f017e7dc
