a58268bb-0c62-4ded-95f5-c7e1de59c998,5,2,2,11,f9dc1778-476d-4da1-8a1c-0dfa7ed40ac8
65a4c170-08f4-48f2-9563-9d90b671c166,12,3,1,10,51f689df-cd5b-4275-a9ac-df6c7907701e
2770df36-d296-4b85-8508-cfeffd923698,22,5,3,1,c2a755ce-8ec2-432b-805c-81201248649c
5d1617df-a7a8-485f-add9-d0508c72e533,18,6,4,2,89945e25-c90d-4325-ad56-568a46ef7aaf
a833fb49-6f44-49f6-aad8-a8031002395a,16,3,4,4,862e5a78-c075-4539-bfed-cd9500d191de
15901c48-f2ad-48e3-9a54-91cb328be879,21,4,2,5,862e5a78-c075-4539-bfed-cd9500d191de
be3e9667-7de0-48fc-a841-7ec73ac05386,26,5,4,5,afb4a49a-5311-43fd-87b8-fc42f73cadbe
8b03641d-d07b-4aad-87b0-85c4a676df81,6,6,4,10,c2a755ce-8ec2-432b-805c-81201248649c
66202ad7-bf23-41be-9c43-18c8dcf556b2,25,3,4,6,89945e25-c90d-4325-ad56-568a46ef7aaf
f219fc5b-1f01-4448-b345-bfb3ab24b07b,5,4,4,7,89945e25-c90d-4325-ad56-568a46ef7aaf
3cc90c6a-3499-4a78-93e0-5ca97d881f19,4,2,2,8,f9dc1778-476d-4da1-8a1c-0dfa7ed40ac8
b3b1928c-7032-4c30-98fc-54d0f55711fa,1,1,3,1,7ef1f29d-a270-4b49-97ba-e33abec9ce12
64128e5d-b7bb-4ba6-8161-f0b20594eb61,25,5,2,5,afb4a49a-5311-43fd-87b8-fc42f73cadbe
8c1ef6ba-512b-43bb-b86a-99ba2bb5485e,15,5,1,6,da7e0a16-2e40-40a7-bd22-11887f98f28b
2141ba00-0ed3-4a36-9188-f7179d94b578,21,6,1,10,c2a755ce-8ec2-432b-805c-81201248649c
43ef2a66-c651-4233-a731-0059255c2945,16,5,4,3,da7e0a16-2e40-40a7-bd22-11887f98f28b
c6c9527b-9288-45e6-aa61-bf6b0c363142,21,5,3,3,c2a755ce-8ec2-432b-805c-81201248649c
3277f1a1-25d2-42b5-88d5-a352c3f60c8f,23,4,3,1,7ef1f29d-a270-4b49-97ba-e33abec9ce12
74056df7-ce6e-4bda-b385-728bf3b83346,18,7,3,1,6fc236f4-7cb2-4b0a-9fb1-ecbf5b1647a9
4b0de25c-a948-4028-a7fa-d9a6c061d04c,5,6,1,10,c2a755ce-8ec2-432b-805c-81201248649c
250f6dbc-e90a-4072-adf8-3c948aef80fd,3,7,3,10,6fc236f4-7cb2-4b0a-9fb1-ecbf5b1647a9
8820abc4-4780-4cb8-a1a7-399292f18bce,3,2,1,10,51f689df-cd5b-4275-a9ac-df6c7907701e
698618a4-c98d-4f19-b842-359cca483062,21,7,4,1,89945e25-c90d-4325-ad56-568a46ef7aaf
b1ddd082-3b04-42d8-a6ad-65631ef430a0,21,1,3,8,7ef1f29d-a270-4b49-97ba-e33abec9ce12
9ee8d6a8-0815-45f4-93ef-174e94cfef46,10,1,3,8,862e5a78-c075-4539-bfed-cd9500d191de
a04a0089-8b1d-4bd8-94b1-439407c6f1e5,17,5,1,7,7ef1f29d-a270-4b49-97ba-e33abec9ce12
b2123b4c-975c-471c-88b4-feb994d1e27f,0,4,2,10,c2a755ce-8ec2-432b-805c-81201248649c
c1fc7de5-249c-4ca7-bac7-df999c1a6279,2,2,1,8,f9dc1778-476d-4da1-8a1c-0dfa7ed40ac8
aa4dda1e-b4a7-43e8-8a05-bae2481be617,13,7,3,4,afb4a49a-5311-43fd-87b8-fc42f73cadbe
00af485f-6697-4cda-ac81-27a35c2df50c,22,2,3,2,f9dc1778-476d-4da1-8a1c-0dfa7ed40ac8
784ccf71-8f04-4d22-bfc0-95da2bb2e89e,13,4,4,2,7ef1f29d-a270-4b49-97ba-e33abec9ce12
db658749-8a86-44d8-93df-483a7edd838d,22,3,4,12,6fc236f4-7cb2-4b0a-9fb1-ecbf5b1647a9
781f7ab5-e247-40a4-b682-7ec7ab35e17e,17,3,2,8,6fc236f4-7cb2-4b0a-9fb1-ecbf5b1647a9
9f82dfcd-c200-4974-8d6a-1d8559a0a42c,18,6,3,5,da7e0a16-2e40-40a7-bd22-11887f98f28b
86ed054f-fc7f-4e5f-9333-33948da6d7a7,17,5,3,5,89945e25-c90d-4325-ad56-568a46ef7aaf
89282c01-ad2a-4d13-b3dd-ba2a5e452bc5,24,5,3,5,f9dc1778-476d-4da1-8a1c-0dfa7ed40ac8
4d5e436b-a4c1-4944-b4ca-a12e40f8e5ed,10,3,3,6,89945e25-c90d-4325-ad56-568a46ef7aaf
d45575bb-b14a-43ed-9ba5-9e42e4b4c461,18,4,1,12,afb4a49a-5311-43fd-87b8-fc42f73cadbe
2379176d-0bf1-447d-8f46-caa2834695ca,13,3,3,4,6fc236f4-7cb2-4b0a-9fb1-ecbf5b1647a9
6b8d7eec-6857-4f83-a3b7-9f3387bc45d9,25,2,2,11,afb4a49a-5311-43fd-87b8-fc42f73cadbe
a858893f-2370-4b4e-9516-2407e4b34f07,13,4,3,1,c2a755ce-8ec2-432b-805c-81201248649c
3ea860d5-2ba9-4363-8b73-0167a773850d,2,4,4,12,c2a755ce-8ec2-432b-805c-81201248649c
641cce9f-a104-4e63-ae2a-af63079c71f4,26,7,2,12,da7e0a16-2e40-40a7-bd22-11887f98f28b
801e68fa-ba12-4af3-91af-d0917b1c29dd,6,6,1,7,c2a755ce-8ec2-432b-805c-81201248649c
b10dbe87-3cfc-4d4a-9de4-1b26acc34671,12,1,3,7,6fc236f4-7cb2-4b0a-9fb1-ecbf5b1647a9
e73d6830-0ef6-4938-9d7a-a8d2c7b9030f,25,3,4,9,da7e0a16-2e40-40a7-bd22-11887f98f28b
7b9b7d49-fb7e-42e4-b98f-1794c057e360,15,4,2,4,89945e25-c90d-4325-ad56-568a46ef7aaf
bdb4c4e6-1375-464d-b84f-e65f2611bda0,15,6,4,5,c2a755ce-8ec2-432b-805c-81201248649c
a051f568-8fa4-4b65-a1f7-379ce58f8780,1,7,4,10,7ef1f29d-a270-4b49-97ba-e33abec9ce12
db37b349-a339-40b9-84f0-3360544ee414,6,5,1,4,51f689df-cd5b-4275-a9ac-df6c7907701e
e643957b-ab5a-4634-b760-d7d7838ea052,12,1,2,4,7ef1f29d-a270-4b49-97ba-e33abec9ce12
62e6c802-2512-4ffb-aa47-15b36e9f153d,24,2,1,4,862e5a78-c075-4539-bfed-cd9500d191de
6028afeb-3999-4ad3-a5f4-9a998ba82bf9,11,5,1,1,7ef1f29d-a270-4b49-97ba-e33abec9ce12
b04d5a67-a020-4a13-9439-e8e5ae2bf933,22,3,2,10,862e5a78-c075-4539-bfed-cd9500d191de
ab274848-924d-4766-90dd-3add09f30ede,8,7,1,12,51f689df-cd5b-4275-a9ac-df6c7907701e
8cda2956-dc6c-4977-9eb2-0ab42d987dce,0,3,3,1,da7e0a16-2e40-40a7-bd22-11887f98f28b
7a615f1a-921d-4127-a823-3b2c3148de74,26,4,4,12,89945e25-c90d-4325-ad56-568a46ef7aaf
3e4d6e21-2988-4b57-a853-1e7b8f8ea310,2,1,1,7,f9dc1778-476d-4da1-8a1c-0dfa7ed40ac8
18ad235a-622e-4c27-bb22-4a8a0218e33d,27,4,1,1,6fc236f4-7cb2-4b0a-9fb1-ecbf5b1647a9
82ee2af4-1c67-491b-9c93-1354ece5f98d,5,5,3,9,da7e0a16-2e40-40a7-bd22-11887f98f28b
86e40fcd-aaf1-4f9d-bc47-200d55571891,22,1,1,5,f9dc1778-476d-4da1-8a1c-0dfa7ed40ac8
82137e0a-0ff2-42df-908b-b2175872efa1,12,2,1,2,862e5a78-c075-4539-bfed-cd9500d191de
f2313506-a9c2-4fe9-b95c-7a8fb89fcd4e,24,4,2,3,afb4a49a-5311-43fd-87b8-fc42f73cadbe
ecf27e77-4ce3-421a-9a1f-b5d641606d45,17,6,4,6,da7e0a16-2e40-40a7-bd22-11887f98f28b
d3cb9008-dc7b-4414-aeb4-1fca8899cc07,13,1,2,6,89945e25-c90d-4325-ad56-568a46ef7aaf
4cef1a60-6502-4f3a-b7df-4b793f138f16,14,4,4,10,7ef1f29d-a270-4b49-97ba-e33abec9ce12
1865e7f2-b2f5-42f5-aae0-fc5858233a8d,9,4,1,3,afb4a49a-5311-43fd-87b8-fc42f73cadbe
fafacb33-98f4-4c20-a035-6ede7eaf951f,2,6,3,3,6fc236f4-7cb2-4b0a-9fb1-ecbf5b1647a9
68a2694f-8f73-4aa6-84af-a95f7f93fa0f,3,4,1,6,6fc236f4-7cb2-4b0a-9fb1-ecbf5b1647a9
3416afbd-0e39-4653-95fe-7b32cb61082e,23,3,4,4,f9dc1778-476d-4da1-8a1c-0dfa7ed40ac8
6973616a-1acf-4734-b045-33b36b292ed1,14,3,2,9,afb4a49a-5311-43fd-87b8-fc42f73cadbe
4dd9cf67-f1a3-41fb-adba-80781b5467bd,16,1,3,1,862e5a78-c075-4539-bfed-cd9500d191de
29cd6aad-f80c-4fd0-a500-60c5c9a43a6f,5,2,4,2,c2a755ce-8ec2-432b-805c-81201248649c
2e0249c8-183c-42e9-bd7f-0b9ce58877ad,3,5,4,9,afb4a49a-5311-43fd-87b8-fc42f73cadbe
030538b3-4547-4111-ab2b-b40c258ba8f9,9,1,1,1,862e5a78-c075-4539-bfed-cd9500d191de
c2012df5-ede9-4b70-9f6f-67ab818f699c,7,3,2,1,da7e0a16-2e40-40a7-bd22-11887f98f28b
8e97be6d-69ee-4859-818a-e9d11350c6a4,25,7,1,2,89945e25-c90d-4325-ad56-568a46ef7aaf
31a19523-9140-47a3-b0d3-658d29dec2e6,20,2,2,9,862e5a78-c075-4539-bfed-cd9500d191de
026ff52a-82b2-4aaa-bae5-d943ffc2d20f,22,1,4,2,6fc236f4-7cb2-4b0a-9fb1-ecbf5b1647a9
ceb99cf6-86e4-49e9-896c-49bb5926f523,21,4,3,10,da7e0a16-2e40-40a7-bd22-11887f98f28b
34e74f15-b207-4d9e-8ecb-49b37df4e2d1,24,6,4,4,6fc236f4-7cb2-4b0a-9fb1-ecbf5b1647a9
acaeb9ee-0115-4988-95fd-5fd444a72ddc,8,7,3,9,51f689df-cd5b-4275-a9ac-df6c7907701e
d0f9ef54-f8a8-401c-bbf8-a9bdeddee552,20,3,3,7,7ef1f29d-a270-4b49-97ba-e33abec9ce12
46804a1e-20eb-45e9-a5ea-2ca1cc183b0a,9,3,4,4,c2a755ce-8ec2-432b-805c-81201248649c
9cbfde7f-15dc-405e-a56f-776cc171ad7f,23,7,4,4,da7e0a16-2e40-40a7-bd22-11887f98f28b
