dccb6555-3cf5-4d20-80bf-7b5670f3ac69,1804.0,414.92,30.0
27a89028-9b9d-43af-afc3-a174a7c92329,1303.0,299.69,30.0
f9f23252-3a0a-4e42-8da6-e3cc687e1942,1481.0,340.63,30.0
56d90f02-affb-485f-a258-0d4611f8207d,1575.0,362.25,30.0
fded8ed0-5732-4377-8787-2ae3d32bab64,4461.0,1026.03,30.0
7ca797a3-58e3-48da-8ed1-f47209de7a66,3684.0,847.32,30.0
5e961c85-a59e-446e-b458-44e9fa89ed48,3110.0,715.3,30.0
3f116b7a-9414-4739-a2b7-80267b12f580,1226.0,281.98,30.0
b287279e-5802-4736-bcf2-08f11267b830,2160.0,496.8,30.0
77d0f313-cad2-43ff-a0fd-7c638363d433,1208.0,277.84,30.0
c7175e6b-432b-42bb-b2ca-19a61057d079,1370.0,315.1,30.0
2ffc49ba-0176-41dd-bb71-50b4de70d2f4,1441.0,331.43,30.0
2ae2c298-09a6-4b63-af91-f68c0edb8a78,2260.0,519.8,30.0
6bec52cc-3db4-4bed-8ac6-c62018a0c469,2307.0,530.61,30.0
378a692a-d4f0-4257-976e-745cff0a9ceb,2123.0,488.29,30.0
695f9e6c-87ef-4faa-92a8-63b9c152c7a3,5373.0,1235.79,30.0
90a0c09f-8749-4d83-ae97-2721ce4381b0,2308.0,530.84,30.0
57981826-9ced-4c67-a658-338cdbc1625c,2974.0,684.02,30.0
5273fb14-ca27-4f8f-acc6-6ec4a1208022,4650.0,1069.5,30.0
f0321277-bd04-4de5-a237-30c631ab8a1d,3747.0,861.81,30.0
5460b99c-6dc6-47b1-a07c-a7425c26ef8a,6101.0,1403.23,30.0
5e434ecb-aeba-4c1c-93ed-de3078de2ae7,1279.0,294.17,30.0
ae41d2cd-46ef-4c08-a64d-4b6cce4bf5fe,1926.0,442.98,30.0
a678cbf5-3cb4-4ee9-889b-3cf2dc730610,5806.0,1335.38,30.0
68fe0093-af68-4360-8bbd-0701005e61a1,4487.0,1032.01,30.0
2ac9882b-e126-4aae-8c25-de352d23f78f,1121.0,257.83,30.0
7bcda6a7-e883-4dbd-9598-19ace8a6e701,3880.0,892.4,30.0
