85cec9ea-88a4-4883-a173-8b5fbcd3ac92,1132.0,260.36,30.0
06d50428-1eab-4d93-8326-d0b392f4cea8,3075.0,707.25,30.0
c635bd96-407f-4902-b650-2f8a3ab958ec,1307.0,300.61,30.0
bdff53f8-c078-4323-b036-81d52cbae0bf,4327.0,995.21,30.0
ea3b73ae-adf8-4224-868c-cd3b923fa139,1369.0,314.87,30.0
72b7ae57-9203-45d0-8eed-d72a61e2fc76,5294.0,1217.62,30.0
ccfd7092-a2b9-48d4-bc7e-184bc83de773,4093.0,941.39,30.0
dfe48a82-a59e-47b5-b66c-1482e28f43df,5658.0,1301.34,30.0
7a189a7e-8940-47cc-9d82-19fc66d5d8f3,2782.0,639.86,30.0
9d7264df-9199-4427-a515-fd8e8afa3f59,3312.0,761.76,30.0
da8f6923-2869-437f-b388-1548dc24f85e,2664.0,612.72,30.0
d7ec3862-33df-4fd6-96b3-e522e875a4e3,4949.0,1138.27,30.0
48122413-14b0-4ac6-9d27-f2a5848b4555,3839.0,882.97,30.0
59630b29-58fd-4867-a031-ee40db665817,5498.0,1264.54,30.0
b9e43850-3cc2-4926-aee2-89639e8d9f80,4604.0,1058.92,30.0
5d56bc12-19f8-460e-906f-d8bee453bfef,2368.0,544.64,30.0
b8c7050d-d39d-4410-91cb-bb4456f7bfc2,3174.0,730.02,30.0
b43d426a-f919-4564-a326-f898f0bd9376,5639.0,1296.97,30.0
eb28f66d-7d63-4e61-83c2-ef556a429ae9,1078.0,247.94,30.0
c66d2efc-0e89-4a4b-bc21-df4c38c7a923,1699.0,390.77,30.0
32eb8f43-dcec-4ed8-b126-a3e1b2a52386,960.0,220.8,20.0
02a4d423-5305-4c24-9e8a-fb6643880de7,3736.0,859.28,30.0
70941e9c-e872-4de8-a04f-4808f4fb5783,4476.0,1029.48,30.0
53b0d543-d06c-4fa1-92eb-68a895662d9f,2410.0,554.3,30.0
a79979b8-f95b-4cd6-95b0-01f1cd13c679,5854.0,1346.42,30.0
835f2794-b69f-4a89-8875-55ee22610b7e,770.0,177.1,20.0
