d0905846-1b20-4f6b-bc1f-d8ff757857e3,1ff2e535-fcd6-4efc-9c9d-8766e45882c1,dce8a718-e733-4e8f-97fb-82f7c3cc862e,7dd89671-d8dc-407f-bfcb-53e784602dc6,Palmers Amaranth,1723.0
432b98cc-f414-4d08-9fd6-01c7640972ca,b23826de-ffff-4278-af08-d45b5bc127ca,ab89941a-b4a5-4c6c-833c-5f1a4bdab4df,ef11c4bb-8e5e-411e-abc7-8b550767ac91,Levofloxacin,427.0
72612ec2-e637-477a-ab39-7532f67e06f6,1ff2e535-fcd6-4efc-9c9d-8766e45882c1,5438d65c-b3e9-4df3-aa59-3c3edb244cfb,22e453c5-6c4a-4139-9458-6dbde7cb31f9,CVS Therapeutic Menthol Gel,1036.0
69b6e0a5-194f-4279-936d-e184e796cb30,af5fff3a-e163-485a-b934-8e8fba0229a5,caf0408c-8b51-4c0d-ab0a-37fe9b98c45a,69d039fc-3ec8-450a-a934-1a7018760a12,Hand Sanitizer,1216.0
c5124f32-ecea-4b8d-8cff-423da313cb62,7677c4c0-bdbd-49dd-a342-81bc4c5a20e5,79b63791-9759-4c74-81f3-401897a91e08,52bf5eac-b67b-40f8-ab65-ed9777c8e3c6,Diovan HCT,1164.0
85d9a51e-0313-4aaf-94d8-2b3ce4c0b2fd,7677c4c0-bdbd-49dd-a342-81bc4c5a20e5,8f5e42a5-080f-431b-81b0-4014514d6332,d43e2eee-8682-492b-ab2e-8f1675159342,Enalapril maleate and hydrochlorothiazide,508.0
8d83dc11-efc2-44c3-807c-1b65fc567cef,af5fff3a-e163-485a-b934-8e8fba0229a5,8f5e42a5-080f-431b-81b0-4014514d6332,e07f219c-8966-4e58-b8e4-fcaf3e160a66,Ropivacaine Hydrochloride,602.0
402294df-f4d1-482f-92d8-b285877d43c1,1ff2e535-fcd6-4efc-9c9d-8766e45882c1,fda9a056-db4b-4100-b9a4-4b9156e54226,4f1fa4ea-34c2-47e5-8bf3-c48384d28b57,WellPatch Backache Pain Relief,516.0
ef82555a-d1b8-4367-b770-8af7ffecc1b1,c4ab8a67-8792-4425-8c68-95fa9ae201a2,9d8a16e0-9e48-4d34-9227-c72f1e213b55,13960474-0492-471c-832c-07827b6153b5,PINUS STROBUS POLLEN,809.0
7c9a6338-e650-4126-8dc0-4250490abedb,c4ab8a67-8792-4425-8c68-95fa9ae201a2,5dc73a3b-36f2-46dd-a740-52a98cdbda40,5511927f-22e0-43f3-a35e-709088e0c178,Human Parvovirus,319.0
1cd75a68-b954-4de2-96cc-d69ab518cfc5,af5fff3a-e163-485a-b934-8e8fba0229a5,07e6c811-f371-4070-93f4-ce9cbde855cb,655fe81f-0fc6-46a7-948a-0b87e47b1dd0,Leucovorin Calcium,1309.0
b448d588-f700-42b9-bc19-3f2a942b4f93,af5fff3a-e163-485a-b934-8e8fba0229a5,d055b346-5604-46c1-b760-463664644a7a,3648c952-57d5-40f6-8ef9-962e0d66c86e,Clonidine,44.0
1f8147fa-dd0c-428a-9f59-af6c8d19783a,7677c4c0-bdbd-49dd-a342-81bc4c5a20e5,088b7a27-ab16-43bf-91a2-3850ee0f84c7,9d9e50c1-9856-4e76-aa9b-9498346839e0,Hydroxyzine Hydrochloride,491.0
f5ff07f1-a342-4db3-83c8-ef2755be1907,c4ab8a67-8792-4425-8c68-95fa9ae201a2,fdc33488-a3b5-47ee-84db-49a34183e9d3,ff22b732-1845-4fbb-a4ae-ef07e7830df6,ZONISAMIDE,1419.0
f643c8fb-878c-4a1e-8de2-7fcbdbc67a69,b23826de-ffff-4278-af08-d45b5bc127ca,668ec5c9-d57f-4251-9515-cc30e77e9cf6,88b5392a-1ce2-4aea-88fe-628460f20ccc,Montelukast Sodium,42.0
c2ff4578-c5aa-4ec2-9f7b-17837332f3a5,af5fff3a-e163-485a-b934-8e8fba0229a5,ebff794c-7f49-47f1-a518-63bb92228c13,08ab88c8-4b90-4c95-a871-38f831917836,Bryonia Alba,1418.0
15023067-d33c-44aa-b302-c1d1ae755527,b23826de-ffff-4278-af08-d45b5bc127ca,097efdb5-0672-42c5-b569-d08cca34def3,6e666b1f-c7fe-4528-9d72-ce58d64142b9,Colace,680.0
3aabac01-6368-421c-9383-138b89ffdb3c,1ff2e535-fcd6-4efc-9c9d-8766e45882c1,dee912c5-921b-4016-b5a4-18ea54bcf737,9f03de09-5cc7-4a8d-b867-8c1dfb54db4c,STERILE VANCOMYCIN HYDROCHLORIDE,1212.0
bb845992-d786-44e9-bd4c-1324fa7490fb,c4ab8a67-8792-4425-8c68-95fa9ae201a2,78a0494f-7191-413a-973b-7853890664d0,7cc58756-ef95-4a80-b462-80525829d0a2,TachoSil,327.0
ecacbb9d-a9e7-41f6-84c7-59737fda4175,b23826de-ffff-4278-af08-d45b5bc127ca,9adbfdcf-2fe9-45e8-b110-a9f5d6e5419b,cfd333ab-9611-4b8b-abcb-d4a0ef47bbcc,Loratadine,1427.0
a27ccf23-f4a8-45dc-9495-912d3f502cc0,af5fff3a-e163-485a-b934-8e8fba0229a5,ae3224e4-03dc-4158-b4ee-8185e74f2645,ac9507ae-0842-48f6-93c5-f36c1531e210,dg health cold and flu relief,664.0
ce26823f-1a89-48d9-bd83-61e7024c5383,c4ab8a67-8792-4425-8c68-95fa9ae201a2,d3d26bcf-2daf-4bed-92bb-d24cfb92844d,0982c8ef-5476-4a28-85eb-7d92634b5e8b,Pramoxine-HC,1629.0
3fa72f9d-c411-4631-aa13-9836ed604e87,b23826de-ffff-4278-af08-d45b5bc127ca,d984060a-3a95-4e55-b68b-d254a92c8650,05713a80-a874-429e-b068-1ad57d87bf28,Tangerine,1400.0
94153ef5-a595-4b63-a7da-9f9c08c7f0ed,b23826de-ffff-4278-af08-d45b5bc127ca,552b822b-e3eb-4dc8-9224-641c91d17d43,c434a4f4-6780-49d1-876d-12399cb86887,Acyclovir,65.0
bd3140e4-3166-43b6-8b06-f1be7f66721d,1ff2e535-fcd6-4efc-9c9d-8766e45882c1,8d15f4c9-1f44-40bf-934b-bb0736ff0ea5,05713a80-a874-429e-b068-1ad57d87bf28,Zinc Oxide,1091.0
2a70ecbb-67a2-4e02-9980-c5fb68cf0034,af5fff3a-e163-485a-b934-8e8fba0229a5,00d69549-90b0-4530-9ccd-5e33e9cf5341,e395eddf-7428-41b0-83da-40f4c5376d07,Metronidazole,1890.0
c2aec2e7-9726-4a0e-91c1-c5af9b2bc9a6,b23826de-ffff-4278-af08-d45b5bc127ca,3ff3bfe8-b469-4ee2-b9ef-b49913843506,47479fd4-08ef-4e86-83cb-c575913e7444,ESIKA,1630.0
35c9d5a6-d3eb-4fa2-9273-089441f26c7e,7677c4c0-bdbd-49dd-a342-81bc4c5a20e5,00d69549-90b0-4530-9ccd-5e33e9cf5341,9e618ea0-383e-4cca-a14f-01db23d18651,Lamivudine,1744.0
f1f9ab12-06ce-491f-b343-961036fb75db,b23826de-ffff-4278-af08-d45b5bc127ca,af214d7f-8ee8-4bcd-a60d-81aa9f559e83,5bcd34c9-156a-44c4-a750-fc31378ca2e3,family wellness lice killing,922.0
11c0c493-1b80-42a3-a851-220cf96553de,b23826de-ffff-4278-af08-d45b5bc127ca,fa682444-5a93-4871-8b6b-b6d27be35280,4049f488-12c3-4df7-b258-dd38d9bf7381,Levothyroxine Sodium,463.0
9d45ef09-f772-4f65-8f62-2ae44df0eb5b,b23826de-ffff-4278-af08-d45b5bc127ca,dee912c5-921b-4016-b5a4-18ea54bcf737,0ffe21b5-7daa-4db8-9f7c-1a83964a9e82,Dacarbazine,195.0
b9907142-4355-4343-919b-2227edcd40c5,1ff2e535-fcd6-4efc-9c9d-8766e45882c1,ff12a29c-c235-4518-965c-da55cc60322a,1d292bef-bda9-4809-98f3-d371309eacbb,Barley Smut,983.0
68940423-8b3a-49a8-93d3-f3c051c8e14c,c4ab8a67-8792-4425-8c68-95fa9ae201a2,097efdb5-0672-42c5-b569-d08cca34def3,60e98d44-8584-46dc-9e71-6880ce9cccc7,PERCOCET,226.0
a4dc719c-3b68-4c82-b23a-21946c12875a,b23826de-ffff-4278-af08-d45b5bc127ca,8ec45702-9f19-4942-8fa9-40deb00fd9a3,09b355cb-f3db-43d2-aaf5-eb3a8ce95ded,Antacid,676.0
af835d98-f2b9-4fd3-b193-93bf334cd51a,1ff2e535-fcd6-4efc-9c9d-8766e45882c1,6cafc8f5-fe2a-42ef-a6d0-e1abc69349c0,1c566290-7c8f-493c-b153-99743ed0d3e1,Dexmethylphenidate Hydrochloride,1701.0
32445955-fd18-4065-a510-de8bf768aa90,c4ab8a67-8792-4425-8c68-95fa9ae201a2,0b8c9838-d4bb-4c2b-bec3-4bb8d2eadca0,447758de-f343-4a73-bfec-d4a3b0edf504,Risperidone,443.0
f519862c-242e-469b-beda-8d97e17d63c7,b23826de-ffff-4278-af08-d45b5bc127ca,07e6c811-f371-4070-93f4-ce9cbde855cb,eed6c4d3-bffd-4a86-b73b-1a70267e041d,Palmers Amaranth,1927.0
221f00a7-3c5e-45f6-9b38-725c56f9e99d,af5fff3a-e163-485a-b934-8e8fba0229a5,ff12a29c-c235-4518-965c-da55cc60322a,9975031f-d499-4924-8d50-93f4ffa0afea,Ibuprofen,87.0
477f8583-177e-4090-bc23-891155a01fa3,7677c4c0-bdbd-49dd-a342-81bc4c5a20e5,d7550f54-8f13-4ebe-aa7b-8f8c3fcec986,3203e7a2-44c3-4123-a5ce-6361493a3d38,Oxygen,297.0
c5be9e94-f989-4f75-a44b-2df8988ca629,af5fff3a-e163-485a-b934-8e8fba0229a5,d938727e-715b-4709-b144-ecb533c8d2ed,06d9a083-21e0-486e-8f90-949daf9f8698,Ibuprofen,1069.0
dec5b54d-3fb2-490c-998e-96b2455cd805,b23826de-ffff-4278-af08-d45b5bc127ca,446dfa27-2e64-4f56-b0bb-23897749af56,8015aafa-e8e6-4bae-bf7f-41a8500b7f5e,NATURAL HONEY HERB COUGH SUPPRESSANT THROAT DROPS,213.0
