d51cb0f1-a919-4772-9da9-a7709681826b,2,4386.0,2013-05-05,2013-05-09,83fd4ac4-dd07-4089-a9d0-80890619f99c,4c4d7654-2201-4931-b742-ac76d01a225f,b39c1bc4-80af-410a-a65d-693d3e40dd05
22ae2d27-603a-49f6-890b-d53d4b0333a9,4,5036.0,2016-01-03,2016-01-10,f8c37844-3c01-4f96-99a1-e474b84701f4,b4e7d722-e3a8-446a-b583-1e7204c3862d,e84d4fc5-c944-4b61-8e14-8fe78b9d429e
e90bf478-1d30-49cf-bc63-9aa54e1e5c09,1,2180.0,2017-04-01,2017-04-08,9e74b916-0770-4636-944f-6fd476430f6f,603b6504-e606-4380-a735-767fd031db86,12508386-42b9-4355-910a-66f141598398
ffda81ab-9f9c-45ca-b1f5-7f9cda3ef76c,4,6740.0,2013-05-05,2013-05-06,83fd4ac4-dd07-4089-a9d0-80890619f99c,a694e03d-f5b3-4296-9877-bd15c88a85c4,9b8e660a-06f9-4f77-8f8a-47264fd62f02
874a02dd-ce5a-4725-b045-bc6bf9374a3e,20,24620.0,2016-01-03,2016-01-07,bb15e391-2784-40c3-8e2a-ff8b9b3a7f95,d359631d-6457-4a46-8c65-4abd077bcf36,7e80d8aa-708a-410e-9892-6eef642770ee
1ee7c158-b437-4f82-8e75-7afe533a9ab8,10,9010.0,2014-03-02,2014-03-04,55b6ce8d-0d72-4966-b7a9-73373dfc5718,9f7805b7-4850-4245-9b3d-ea303ab33458,12508386-42b9-4355-910a-66f141598398
d43c9e50-17f2-4709-bd79-e6fad15e668c,2,1416.0,2016-01-03,2016-01-10,544f9226-5271-4e60-8e07-dd59c4df33d4,b6cea36c-652b-4aa6-9793-bd9de7aa880a,12508386-42b9-4355-910a-66f141598398
8ab05e97-f77b-4134-8ae4-c3e46b09fe61,20,32520.0,2014-03-02,2014-03-06,964e9c9f-ae03-44c0-a004-2ebfc5f0e887,155ac943-261d-473e-92b6-33d48e22e779,12615a3c-44ae-4962-93eb-a42ae57bce28
45b9d436-3f6e-47ea-8c04-4aff34754039,1,1752.0,2016-01-03,2016-01-07,a0518d91-5f60-49a3-8e24-efd9e295d2f7,5b8e9954-3c08-4306-8792-416dcc333002,b39c1bc4-80af-410a-a65d-693d3e40dd05
20247473-f657-4f05-9866-42882415d31e,10,5810.0,2016-01-03,2016-01-10,f8c37844-3c01-4f96-99a1-e474b84701f4,ad2a0fac-9e46-4521-8053-cf1c8fa40d98,9b8e660a-06f9-4f77-8f8a-47264fd62f02
5c133342-05d5-43a7-83e8-0e2a211e00d8,2,3810.0,2016-01-03,2016-01-07,958691e1-0c45-446b-acc9-4ce8694bbd6a,5b8e9954-3c08-4306-8792-416dcc333002,12615a3c-44ae-4962-93eb-a42ae57bce28
